latitude,longitude,frequency,logFreq
42.3855,-71.0484,102,2.008600172
42.363,-71.0079,102,2.008600172
42.3975,-71.0314,102,2.008600172
42.4005,-71.0024,102,2.008600172
42.3605,-71.0289,102,2.008600172
42.386,-71.0279,102,2.008600172
42.3795,-71.0094,102,2.008600172
42.381,-71.0414,102,2.008600172
42.3845,-71.0369,102,2.008600172
42.3645,-71.0399,102,2.008600172
42.3655,-71.0384,102,2.008600172
42.3945,-71.0404,102,2.008600172
42.3935,-71.0079,102,2.008600172
42.3985,-71.0389,102,2.008600172
42.344,-71.0194,102,2.008600172
42.3715,-71.0069,102,2.008600172
42.369,-71.0189,102,2.008600172
42.4,-71.0169,102,2.008600172
42.398,-71.0489,102,2.008600172
42.3925,-71.0034,102,2.008600172
42.3395,-71.0079,102,2.008600172
42.3755,-71.0119,102,2.008600172
42.389,-71.0069,102,2.008600172
42.4015,-71.0354,102,2.008600172
42.3545,-71.0094,102,2.008600172
42.388,-71.0179,102,2.008600172
42.3955,-71.0244,102,2.008600172
42.367,-71.0444,102,2.008600172
42.3515,-71.0104,102,2.008600172
42.3865,-71.0424,102,2.008600172
42.3935,-71.0414,102,2.008600172
42.345,-71.0029,102,2.008600172
42.361,-71.0154,102,2.008600172
42.3515,-71.0329,102,2.008600172
42.351,-71.0049,102,2.008600172
42.3875,-71.0124,102,2.008600172
42.3875,-71.0359,102,2.008600172
42.3795,-71.0174,102,2.008600172
42.395,-71.0079,102,2.008600172
42.3515,-71.0064,102,2.008600172
42.35,-71.0184,102,2.008600172
42.393,-71.0384,102,2.008600172
42.3565,-71.0179,102,2.008600172
42.372,-71.0324,102,2.008600172
42.3875,-71.0314,102,2.008600172
42.329,-71.0029,102,2.008600172
42.371,-71.0224,102,2.008600172
42.3985,-71.0319,102,2.008600172
42.344,-71.0124,102,2.008600172
42.353,-71.0034,102,2.008600172
42.376,-71.0029,102,2.008600172
42.3435,-71.0189,102,2.008600172
42.368,-71.0319,102,2.008600172
42.3575,-71.0259,102,2.008600172
42.3485,-71.0284,102,2.008600172
42.3575,-71.0384,102,2.008600172
42.375,-71.0049,102,2.008600172
42.3395,-71.0119,102,2.008600172
42.3645,-71.0204,102,2.008600172
42.3905,-71.0414,102,2.008600172
42.3855,-71.0049,102,2.008600172
42.373,-71.0189,102,2.008600172
42.389,-71.0229,102,2.008600172
42.364,-71.0064,102,2.008600172
42.3595,-71.0224,102,2.008600172
42.393,-71.0154,102,2.008600172
42.3785,-71.0379,102,2.008600172
42.3455,-71.0094,102,2.008600172
42.3755,-71.0124,102,2.008600172
42.391,-71.0054,102,2.008600172
42.39,-71.0089,102,2.008600172
42.368,-71.0189,102,2.008600172
42.3915,-71.0219,102,2.008600172
42.378,-71.0379,102,2.008600172
42.38,-71.0219,102,2.008600172
42.3795,-71.0194,102,2.008600172
42.3465,-71.0039,102,2.008600172
42.3945,-71.0084,102,2.008600172
42.3845,-71.0389,102,2.008600172
42.3765,-71.0279,102,2.008600172
42.3345,-71.0054,102,2.008600172
42.3465,-71.0229,102,2.008600172
42.38,-71.0369,102,2.008600172
42.332,-71.0039,102,2.008600172
42.384,-71.0339,102,2.008600172
42.3785,-71.0039,102,2.008600172
42.3845,-71.0314,102,2.008600172
42.3735,-71.0479,102,2.008600172
42.3995,-71.0169,102,2.008600172
42.3825,-71.0254,102,2.008600172
42.3995,-71.0254,102,2.008600172
42.399,-71.0094,102,2.008600172
42.3685,-71.0339,102,2.008600172
42.4015,-71.0189,102,2.008600172
42.3905,-71.0164,102,2.008600172
42.371,-71.0299,102,2.008600172
42.377,-71.0274,102,2.008600172
42.394,-71.0284,102,2.008600172
42.35,-71.0174,102,2.008600172
42.3715,-71.0449,102,2.008600172
42.3895,-71.0119,102,2.008600172
42.354,-71.0159,102,2.008600172
42.3875,-71.0349,102,2.008600172
42.391,-71.0109,102,2.008600172
42.391,-71.0339,102,2.008600172
42.369,-71.0179,102,2.008600172
42.384,-71.0139,102,2.008600172
42.353,-71.0304,102,2.008600172
42.365,-71.0199,102,2.008600172
42.3735,-71.0444,102,2.008600172
42.379,-71.0334,102,2.008600172
42.392,-71.0229,102,2.008600172
42.3995,-71.0469,102,2.008600172
42.3745,-71.0304,102,2.008600172
42.391,-71.0469,102,2.008600172
42.359,-71.0189,102,2.008600172
42.3535,-71.0289,102,2.008600172
42.3805,-71.0269,102,2.008600172
42.381,-71.0484,102,2.008600172
42.3335,-71.0079,102,2.008600172
42.402,-71.0044,102,2.008600172
42.4005,-71.0139,102,2.008600172
42.3865,-71.0379,102,2.008600172
42.372,-71.0154,102,2.008600172
42.3875,-71.0229,102,2.008600172
42.3665,-71.0224,102,2.008600172
42.3665,-71.0029,102,2.008600172
42.377,-71.0044,102,2.008600172
42.367,-71.0244,102,2.008600172
42.372,-71.0379,102,2.008600172
42.364,-71.0329,102,2.008600172
42.373,-71.0184,102,2.008600172
42.3835,-71.0244,102,2.008600172
42.3825,-71.0324,102,2.008600172
42.374,-71.0384,102,2.008600172
42.4025,-71.0194,102,2.008600172
42.368,-71.0149,102,2.008600172
42.3955,-71.0074,102,2.008600172
42.39,-71.0474,102,2.008600172
42.3505,-71.0114,102,2.008600172
42.398,-71.0399,102,2.008600172
42.388,-71.0249,102,2.008600172
42.3495,-71.0214,102,2.008600172
42.3805,-71.0209,102,2.008600172
42.3775,-71.0479,102,2.008600172
42.367,-71.0129,102,2.008600172
42.3925,-71.0414,102,2.008600172
42.381,-71.0334,102,2.008600172
42.392,-71.0484,102,2.008600172
42.3935,-71.0114,102,2.008600172
42.363,-71.0184,102,2.008600172
42.3955,-71.0049,102,2.008600172
42.395,-71.0474,102,2.008600172
42.3935,-71.0194,102,2.008600172
42.374,-71.0289,102,2.008600172
42.3375,-71.0059,102,2.008600172
42.3575,-71.0379,102,2.008600172
42.364,-71.0149,102,2.008600172
42.3615,-71.0054,102,2.008600172
42.393,-71.0494,102,2.008600172
42.366,-71.0434,102,2.008600172
42.3975,-71.0134,102,2.008600172
42.376,-71.0084,102,2.008600172
42.3755,-71.0144,102,2.008600172
42.3895,-71.0164,102,2.008600172
42.3675,-71.0169,102,2.008600172
42.4005,-71.0349,102,2.008600172
42.363,-71.0049,102,2.008600172
42.376,-71.0314,102,2.008600172
42.3775,-71.0069,102,2.008600172
42.3575,-71.0054,102,2.008600172
42.359,-71.0154,102,2.008600172
42.3425,-71.0124,102,2.008600172
42.3815,-71.0389,102,2.008600172
42.3645,-71.0409,102,2.008600172
42.3965,-71.0244,102,2.008600172
42.373,-71.0424,102,2.008600172
42.3875,-71.0264,102,2.008600172
42.335,-71.0069,102,2.008600172
42.3465,-71.0069,102,2.008600172
42.351,-71.0234,102,2.008600172
42.353,-71.0074,102,2.008600172
42.4015,-71.0144,102,2.008600172
42.386,-71.0329,102,2.008600172
42.394,-71.0504,102,2.008600172
42.3935,-71.0124,102,2.008600172
42.361,-71.0079,102,2.008600172
42.3845,-71.0374,102,2.008600172
42.3985,-71.0484,102,2.008600172
42.378,-71.0474,102,2.008600172
42.375,-71.0429,102,2.008600172
42.3905,-71.0459,102,2.008600172
42.3765,-71.0079,102,2.008600172
42.392,-71.0274,102,2.008600172
42.3515,-71.0249,102,2.008600172
42.372,-71.0139,102,2.008600172
42.3655,-71.0264,102,2.008600172
42.3975,-71.0199,102,2.008600172
42.394,-71.0509,102,2.008600172
42.333,-71.0114,102,2.008600172
42.371,-71.0189,102,2.008600172
42.3445,-71.0184,102,2.008600172
42.3995,-71.0344,102,2.008600172
42.374,-71.0344,102,2.008600172
42.371,-71.0069,102,2.008600172
42.3355,-71.0044,102,2.008600172
42.3605,-71.0129,102,2.008600172
42.3505,-71.0104,102,2.008600172
42.3615,-71.0394,102,2.008600172
42.3615,-71.0109,102,2.008600172
42.383,-71.0054,102,2.008600172
42.384,-71.0334,102,2.008600172
42.3885,-71.0059,102,2.008600172
42.4,-71.0409,102,2.008600172
42.3875,-71.0489,102,2.008600172
42.374,-71.0159,102,2.008600172
42.3845,-71.0099,102,2.008600172
42.368,-71.0139,102,2.008600172
42.4,-71.0269,102,2.008600172
42.346,-71.0209,102,2.008600172
42.397,-71.0324,102,2.008600172
42.398,-71.0459,102,2.008600172
42.398,-71.0239,102,2.008600172
42.401,-71.0319,102,2.008600172
42.369,-71.0149,102,2.008600172
42.342,-71.0109,102,2.008600172
42.3915,-71.0119,102,2.008600172
42.379,-71.0249,102,2.008600172
42.347,-71.0204,102,2.008600172
42.3545,-71.0239,102,2.008600172
42.3565,-71.0204,102,2.008600172
42.369,-71.0364,102,2.008600172
42.3745,-71.0149,102,2.008600172
42.398,-71.0184,102,2.008600172
42.34,-71.0149,102,2.008600172
42.3915,-71.0269,102,2.008600172
42.3875,-71.0449,102,2.008600172
42.394,-71.0204,102,2.008600172
42.389,-71.0144,102,2.008600172
42.395,-71.0059,102,2.008600172
42.37,-71.0169,102,2.008600172
42.3455,-71.0054,102,2.008600172
42.3955,-71.0274,102,2.008600172
42.3745,-71.0209,102,2.008600172
42.4015,-71.0269,102,2.008600172
42.39,-71.0129,102,2.008600172
42.359,-71.0134,102,2.008600172
42.379,-71.0214,102,2.008600172
42.3395,-71.0094,102,2.008600172
42.402,-71.0254,102,2.008600172
42.38,-71.0214,102,2.008600172
42.3715,-71.0294,102,2.008600172
42.3855,-71.0299,102,2.008600172
42.3465,-71.0149,102,2.008600172
42.364,-71.0179,102,2.008600172
42.3825,-71.0199,102,2.008600172
42.3555,-71.0099,102,2.008600172
42.3955,-71.0249,102,2.008600172
42.3815,-71.0109,102,2.008600172
42.402,-71.0319,102,2.008600172
42.3895,-71.0189,102,2.008600172
42.398,-71.0309,102,2.008600172
42.401,-71.0479,102,2.008600172
42.3785,-71.0124,102,2.008600172
42.4005,-71.0084,102,2.008600172
42.3965,-71.0044,102,2.008600172
42.3805,-71.0264,102,2.008600172
42.379,-71.0089,102,2.008600172
42.3805,-71.0029,102,2.008600172
42.385,-71.0469,102,2.008600172
42.3995,-71.0464,102,2.008600172
42.3885,-71.0319,102,2.008600172
42.4025,-71.0284,102,2.008600172
42.344,-71.0034,102,2.008600172
42.381,-71.0299,102,2.008600172
42.344,-71.0039,102,2.008600172
42.402,-71.0134,102,2.008600172
42.34,-71.0189,102,2.008600172
42.399,-71.0294,102,2.008600172
42.3595,-71.0109,102,2.008600172
42.3855,-71.0094,102,2.008600172
42.374,-71.0164,102,2.008600172
42.382,-71.0159,102,2.008600172
42.3935,-71.0139,102,2.008600172
42.389,-71.0119,102,2.008600172
42.3785,-71.0289,102,2.008600172
42.3745,-71.0139,102,2.008600172
42.38,-71.0379,102,2.008600172
42.3505,-71.0089,102,2.008600172
42.362,-71.0139,102,2.008600172
42.366,-71.0179,102,2.008600172
42.3485,-71.0204,102,2.008600172
42.3675,-71.0129,102,2.008600172
42.375,-71.0174,102,2.008600172
42.3725,-71.0464,102,2.008600172
42.3315,-71.0034,102,2.008600172
42.3985,-71.0454,102,2.008600172
42.356,-71.0074,102,2.008600172
42.373,-71.0459,102,2.008600172
42.396,-71.0509,102,2.008600172
42.373,-71.0449,102,2.008600172
42.3765,-71.0269,102,2.008600172
42.395,-71.0084,102,2.008600172
42.3385,-71.0024,102,2.008600172
42.343,-71.0024,102,2.008600172
42.3675,-71.0444,102,2.008600172
42.3415,-71.0094,102,2.008600172
42.3935,-71.0324,102,2.008600172
42.359,-71.0099,102,2.008600172
42.3845,-71.0479,102,2.008600172
42.3965,-71.0344,102,2.008600172
42.3515,-71.0159,102,2.008600172
42.364,-71.0444,102,2.008600172
42.3715,-71.0389,102,2.008600172
42.3405,-71.0179,102,2.008600172
42.377,-71.0479,102,2.008600172
42.3895,-71.0149,102,2.008600172
42.4015,-71.0084,102,2.008600172
42.353,-71.0089,102,2.008600172
42.3755,-71.0249,102,2.008600172
42.389,-71.0214,102,2.008600172
42.393,-71.0334,102,2.008600172
42.3635,-71.0199,102,2.008600172
42.3695,-71.0084,102,2.008600172
42.358,-71.0059,102,2.008600172
42.384,-71.0249,102,2.008600172
42.362,-71.0404,102,2.008600172
42.3795,-71.0489,102,2.008600172
42.3565,-71.0134,102,2.008600172
42.3915,-71.0489,102,2.008600172
42.3985,-71.0384,102,2.008600172
42.3425,-71.0179,102,2.008600172
42.337,-71.0124,102,2.008600172
42.332,-71.0084,102,2.008600172
42.3645,-71.0339,102,2.008600172
42.374,-71.0219,102,2.008600172
42.354,-71.0359,102,2.008600172
42.3865,-71.0314,102,2.008600172
42.3815,-71.0324,102,2.008600172
42.382,-71.0104,102,2.008600172
42.3675,-71.0249,102,2.008600172
42.371,-71.0434,102,2.008600172
42.356,-71.0119,102,2.008600172
42.3525,-71.0274,102,2.008600172
42.3545,-71.0209,102,2.008600172
42.4005,-71.0224,102,2.008600172
42.366,-71.0429,102,2.008600172
42.36,-71.0024,102,2.008600172
42.366,-71.0329,102,2.008600172
42.381,-71.0454,102,2.008600172
42.3815,-71.0479,102,2.008600172
42.3845,-71.0499,102,2.008600172
42.395,-71.0184,102,2.008600172
42.367,-71.0334,102,2.008600172
42.401,-71.0199,102,2.008600172
42.358,-71.0239,102,2.008600172
42.3785,-71.0179,102,2.008600172
42.402,-71.0064,102,2.008600172
42.399,-71.0214,102,2.008600172
42.3885,-71.0279,102,2.008600172
42.394,-71.0404,102,2.008600172
42.3995,-71.0074,102,2.008600172
42.3985,-71.0209,102,2.008600172
42.365,-71.0079,102,2.008600172
42.3955,-71.0254,102,2.008600172
42.3855,-71.0204,102,2.008600172
42.389,-71.0419,102,2.008600172
42.34,-71.0054,102,2.008600172
42.3815,-71.0039,102,2.008600172
42.394,-71.0409,102,2.008600172
42.387,-71.0034,102,2.008600172
42.3895,-71.0364,102,2.008600172
42.3955,-71.0229,102,2.008600172
42.337,-71.0029,102,2.008600172
42.347,-71.0024,102,2.008600172
42.3945,-71.0439,102,2.008600172
42.364,-71.0324,102,2.008600172
42.365,-71.0129,102,2.008600172
42.367,-71.0119,102,2.008600172
42.3615,-71.0154,102,2.008600172
42.3835,-71.0044,102,2.008600172
42.3775,-71.0064,102,2.008600172
42.349,-71.0189,102,2.008600172
42.3515,-71.0254,102,2.008600172
42.3945,-71.0379,102,2.008600172
42.394,-71.0104,102,2.008600172
42.372,-71.0224,102,2.008600172
42.35,-71.0149,102,2.008600172
42.37,-71.0329,102,2.008600172
42.3535,-71.0134,102,2.008600172
42.354,-71.0179,102,2.008600172
42.3465,-71.0144,102,2.008600172
42.3895,-71.0174,102,2.008600172
42.389,-71.0434,102,2.008600172
42.3585,-71.0104,102,2.008600172
42.3595,-71.0189,102,2.008600172
42.354,-71.0039,102,2.008600172
42.353,-71.0099,102,2.008600172
42.3645,-71.0319,102,2.008600172
42.3855,-71.0449,102,2.008600172
42.374,-71.0179,102,2.008600172
42.363,-71.0359,102,2.008600172
42.391,-71.0249,102,2.008600172
42.3835,-71.0339,102,2.008600172
42.3765,-71.0184,102,2.008600172
42.37,-71.0459,102,2.008600172
42.3855,-71.0059,102,2.008600172
42.378,-71.0044,102,2.008600172
42.39,-71.0459,102,2.008600172
42.3995,-71.0319,102,2.008600172
42.344,-71.0224,102,2.008600172
42.396,-71.0044,102,2.008600172
42.355,-71.0229,102,2.008600172
42.3785,-71.0174,102,2.008600172
42.368,-71.0219,102,2.008600172
42.398,-71.0134,102,2.008600172
42.3945,-71.0254,102,2.008600172
42.374,-71.0394,102,2.008600172
42.3525,-71.0184,102,2.008600172
42.3585,-71.0069,102,2.008600172
42.3785,-71.0394,102,2.008600172
42.3505,-71.0309,102,2.008600172
42.358,-71.0144,102,2.008600172
42.396,-71.0234,102,2.008600172
42.375,-71.0284,102,2.008600172
42.3975,-71.0234,102,2.008600172
42.385,-71.0334,102,2.008600172
42.356,-71.0349,102,2.008600172
42.3955,-71.0264,102,2.008600172
42.4015,-71.0044,102,2.008600172
42.394,-71.0439,102,2.008600172
42.3295,-71.0024,102,2.008600172
42.351,-71.0104,102,2.008600172
42.342,-71.0174,102,2.008600172
42.3335,-71.0034,102,2.008600172
42.3915,-71.0459,102,2.008600172
42.366,-71.0059,102,2.008600172
42.355,-71.0259,102,2.008600172
42.377,-71.0159,102,2.008600172
42.364,-71.0354,102,2.008600172
42.372,-71.0289,102,2.008600172
42.391,-71.0444,102,2.008600172
42.38,-71.0319,102,2.008600172
42.383,-71.0099,102,2.008600172
42.368,-71.0254,102,2.008600172
42.39,-71.0264,102,2.008600172
42.4005,-71.0309,102,2.008600172
42.3715,-71.0079,102,2.008600172
42.3645,-71.0159,102,2.008600172
42.3635,-71.0039,102,2.008600172
42.373,-71.0454,102,2.008600172
42.392,-71.0109,102,2.008600172
42.4025,-71.0064,102,2.008600172
42.3635,-71.0034,102,2.008600172
42.3395,-71.0024,102,2.008600172
42.3705,-71.0354,102,2.008600172
42.359,-71.0069,102,2.008600172
42.3735,-71.0074,102,2.008600172
42.362,-71.0029,102,2.008600172
42.357,-71.0264,102,2.008600172
42.3815,-71.0224,102,2.008600172
42.3825,-71.0114,102,2.008600172
42.371,-71.0079,102,2.008600172
42.373,-71.0224,102,2.008600172
42.3825,-71.0214,102,2.008600172
42.352,-71.0024,102,2.008600172
42.374,-71.0084,102,2.008600172
42.389,-71.0044,102,2.008600172
42.4,-71.0364,102,2.008600172
42.3755,-71.0484,102,2.008600172
42.4025,-71.0199,102,2.008600172
42.4015,-71.0309,102,2.008600172
42.357,-71.0194,102,2.008600172
42.388,-71.0409,102,2.008600172
42.393,-71.0374,102,2.008600172
42.3885,-71.0204,102,2.008600172
42.397,-71.0239,102,2.008600172
42.394,-71.0134,102,2.008600172
42.347,-71.0219,102,2.008600172
42.3945,-71.0444,102,2.008600172
42.392,-71.0364,102,2.008600172
42.3755,-71.0434,102,2.008600172
42.402,-71.0519,102,2.008600172
42.395,-71.0274,102,2.008600172
42.3615,-71.0229,102,2.008600172
42.388,-71.0054,102,2.008600172
42.392,-71.0489,102,2.008600172
42.386,-71.0414,102,2.008600172
42.3485,-71.0234,102,2.008600172
42.374,-71.0279,102,2.008600172
42.356,-71.0354,102,2.008600172
42.3925,-71.0084,102,2.008600172
42.392,-71.0134,102,2.008600172
42.3765,-71.0174,102,2.008600172
42.397,-71.0259,102,2.008600172
42.356,-71.0294,102,2.008600172
42.3775,-71.0184,102,2.008600172
42.337,-71.0154,102,2.008600172
42.377,-71.0314,102,2.008600172
42.3435,-71.0159,102,2.008600172
42.3665,-71.0254,102,2.008600172
42.3935,-71.0304,102,2.008600172
42.395,-71.0509,102,2.008600172
42.367,-71.0229,102,2.008600172
42.364,-71.0044,102,2.008600172
42.386,-71.0369,102,2.008600172
42.382,-71.0434,102,2.008600172
42.3625,-71.0269,102,2.008600172
42.4025,-71.0394,102,2.008600172
42.377,-71.0329,102,2.008600172
42.387,-71.0469,102,2.008600172
42.338,-71.0154,102,2.008600172
42.3435,-71.0099,102,2.008600172
42.331,-71.0094,102,2.008600172
42.36,-71.0219,102,2.008600172
42.3765,-71.0209,102,2.008600172
42.355,-71.0039,102,2.008600172
42.3895,-71.0349,102,2.008600172
42.3665,-71.0424,102,2.008600172
42.398,-71.0389,102,2.008600172
42.3905,-71.0484,102,2.008600172
42.385,-71.0494,102,2.008600172
42.397,-71.0349,102,2.008600172
42.372,-71.0344,102,2.008600172
42.389,-71.0329,102,2.008600172
42.3715,-71.0039,102,2.008600172
42.3475,-71.0274,102,2.008600172
42.3505,-71.0209,102,2.008600172
42.3715,-71.0304,102,2.008600172
42.4025,-71.0159,102,2.008600172
42.36,-71.0159,102,2.008600172
42.3895,-71.0064,102,2.008600172
42.3945,-71.0179,102,2.008600172
42.3935,-71.0509,102,2.008600172
42.343,-71.0054,102,2.008600172
42.3955,-71.0464,102,2.008600172
42.4025,-71.0024,102,2.008600172
42.337,-71.0059,102,2.008600172
42.3815,-71.0249,102,2.008600172
42.3805,-71.0199,102,2.008600172
42.3615,-71.0059,102,2.008600172
42.3955,-71.0439,102,2.008600172
42.3535,-71.0109,102,2.008600172
42.3895,-71.0394,102,2.008600172
42.365,-71.0359,102,2.008600172
42.382,-71.0474,102,2.008600172
42.3775,-71.0289,102,2.008600172
42.3485,-71.0049,102,2.008600172
42.375,-71.0154,102,2.008600172
42.3585,-71.0159,102,2.008600172
42.396,-71.0244,102,2.008600172
42.362,-71.0204,102,2.008600172
42.3885,-71.0044,102,2.008600172
42.3365,-71.0044,102,2.008600172
42.3545,-71.0129,102,2.008600172
42.3785,-71.0164,102,2.008600172
42.381,-71.0204,102,2.008600172
42.3985,-71.0314,102,2.008600172
42.3455,-71.0244,102,2.008600172
42.3735,-71.0329,102,2.008600172
42.401,-71.0499,102,2.008600172
42.385,-71.0389,102,2.008600172
42.3525,-71.0069,102,2.008600172
42.3835,-71.0104,102,2.008600172
42.3705,-71.0374,102,2.008600172
42.386,-71.0239,102,2.008600172
42.3475,-71.0199,102,2.008600172
42.346,-71.0029,102,2.008600172
42.356,-71.0129,102,2.008600172
42.39,-71.0159,102,2.008600172
42.3395,-71.0039,102,2.008600172
42.3915,-71.0444,102,2.008600172
42.3775,-71.0229,102,2.008600172
42.36,-71.0309,102,2.008600172
42.348,-71.0174,102,2.008600172
42.3635,-71.0129,102,2.008600172
42.39,-71.0409,102,2.008600172
42.3825,-71.0434,102,2.008600172
42.367,-71.0184,102,2.008600172
42.399,-71.0334,102,2.008600172
42.3575,-71.0109,102,2.008600172
42.37,-71.0284,102,2.008600172
42.3505,-71.0194,102,2.008600172
42.3475,-71.0234,102,2.008600172
42.394,-71.0129,102,2.008600172
42.3545,-71.0344,102,2.008600172
42.3595,-71.0074,102,2.008600172
42.3645,-71.0094,102,2.008600172
42.3525,-71.0029,102,2.008600172
42.3735,-71.0134,102,2.008600172
42.3895,-71.0374,102,2.008600172
